pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length
FF,8/13/2023,95.7,-2.26,5.99,"Cole, Gerrit",669394,543037,,ball,,,,,11,Jake Burger strikes out swinging.,R,R,R,MIA,NYY,B,,,0,1,2023,-0.66,1.68,-1.22,4.66,,,,0,2,Bot,,,,,666163,,,4.241673964,-139.3529076,-1.689025632,-9.627414841,32.56781531,-10.12529877,3.35,1.65,,,,95.1,2429,6,717011,543037,666163,641343,650402,643396,683011,641856,664056,592450,54.49,,,,,,,,14,2,4-Seam Fastball,0,1,0,1,1,0,0,1,Standard,Standard,210,0,0.028,,
FF,8/13/2023,96.7,-2.24,5.89,"Cole, Gerrit",669394,543037,,swinging_strike,,,,,1,Jake Burger strikes out swinging.,R,R,R,MIA,NYY,S,,,0,0,2023,-0.85,1.62,-0.41,3.18,,,,0,2,Bot,,,,,666163,,,6.782166143,-140.6104079,-5.342724595,-12.85938149,32.34047497,-9.632370071,3.23,1.53,,,,96.2,2365,6.1,717011,543037,666163,641343,650402,643396,683011,641856,664056,592450,54.43,,,,,,,,14,1,4-Seam Fastball,0,1,0,1,1,0,0,1,Standard,Standard,213,0,-0.038,,
FF,8/13/2023,99.6,-2.11,5.97,"Cole, Gerrit",650559,543037,strikeout,swinging_strike,,,,,6,Bryan De La Cruz strikes out swinging.,R,R,R,MIA,NYY,S,2,,3,2,2023,-0.53,1.56,0.42,2.46,,,650333,2,1,Bot,,,,,666163,,,8.14795249,-144.7127762,-7.854281535,-9.336459276,35.09424724,-8.638516611,3.36,1.65,,,,99.2,2340,6.2,717011,543037,666163,641343,650402,643396,683011,641856,664056,592450,54.28,,0,0,1,0,0,,8,8,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,209,-0.022,-0.256,,
FC,8/13/2023,95,-2.54,5.67,"Cole, Gerrit",650559,543037,,foul,,,,,4,Bryan De La Cruz strikes out swinging.,R,R,R,MIA,NYY,S,,,3,2,2023,-0.12,1.06,-0.49,2.7,,,650333,2,1,Bot,,,,,666163,,,5.663085715,-138.3663476,-4.538631812,-2.768963608,28.62267477,-17.67774922,3.36,1.65,224,87.5,57,95.3,2519,6.3,717011,543037,666163,641343,650402,643396,683011,641856,664056,592450,54.25,,,,,,,,8,7,Cutter,0,0,0,0,0,0,0,0,Standard,Standard,202,0,0,,
SL,8/13/2023,90.2,-2.25,5.84,"Cole, Gerrit",650559,543037,,ball,,,,,14,Bryan De La Cruz strikes out swinging.,R,R,R,MIA,NYY,B,,,2,2,2023,0.44,0.21,1.42,1.41,,,650333,2,1,Bot,,,,,666163,,,8.174340765,-131.0953618,-5.500692036,3.442340317,26.30104829,-28.83961331,3,1.53,,,,90.1,2433,6.2,717011,543037,666163,641343,650402,643396,683011,641856,664056,592450,54.3,,,,,,,,8,6,Slider,0,0,0,0,0,0,0,0,Standard,Standard,184,0,0.055,,
FF,8/13/2023,98.6,-2.16,5.77,"Cole, Gerrit",650559,543037,,foul,,,,,3,Bryan De La Cruz strikes out swinging.,R,R,R,MIA,NYY,S,,,2,2,2023,-0.68,1.51,0.34,3.18,,,650333,2,1,Bot,,,,,666163,,,8.383990532,-143.2231614,-5.070499525,-11.37216771,33.94399495,-10.44190832,3.36,1.65,110,88.5,75,98.3,2496,6.3,717011,543037,666163,641343,650402,643396,683011,641856,664056,592450,54.2,,,,,,,,8,5,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,216,0,0,,
FC,8/13/2023,95.7,-2.31,5.76,"Cole, Gerrit",650559,543037,,ball,,,,,14,Bryan De La Cruz strikes out swinging.,R,R,R,MIA,NYY,B,,,1,2,2023,0.06,1.21,1.28,2,,,650333,2,1,Bot,,,,,666163,,,9.300237207,-139.092448,-7.048767223,-1.111699605,29.22287519,-15.05806149,3,1.49,,,,95.8,2556,6.2,717011,543037,666163,641343,650402,643396,683011,641856,664056,592450,54.25,,,,,,,,8,4,Cutter,0,0,0,0,0,0,0,0,Standard,Standard,203,0,0.028,,
SL,8/13/2023,89.7,-2.21,5.83,"Cole, Gerrit",650559,543037,,ball,,,,,14,Bryan De La Cruz strikes out swinging.,R,R,R,MIA,NYY,B,,,0,2,2023,0.46,0.25,1.48,1.33,,,650333,2,1,Bot,,,,,666163,,,8.130622371,-130.3526092,-5.677303334,3.65554239,26.44232245,-28.37589313,3.04,1.5,,,,89.7,2501,6.3,717011,543037,666163,641343,650402,643396,683011,641856,664056,592450,54.24,,,,,,,,8,3,Slider,0,0,0,0,0,0,0,0,Standard,Standard,137,0,0.017,,
FC,8/13/2023,93.8,-2.2,5.88,"Cole, Gerrit",650559,543037,,swinging_strike,,,,,14,Bryan De La Cruz strikes out swinging.,R,R,R,MIA,NYY,S,,,0,1,2023,0.34,1.03,1.32,1.8,,,650333,2,1,Bot,,,,,666163,,,8.347159427,-136.3563944,-7.101292932,2.41925336,28.96030072,-17.92875152,3.36,1.65,,,,93.7,2526,6.2,717011,543037,666163,641343,650402,643396,683011,641856,664056,592450,54.27,,,,,,,,8,2,Cutter,0,0,0,0,0,0,0,0,Standard,Standard,198,0,-0.046,,
FF,8/13/2023,98,-2.35,5.79,"Cole, Gerrit",650559,543037,,called_strike,,,,,14,Bryan De La Cruz strikes out swinging.,R,R,R,MIA,NYY,S,,,0,0,2023,-0.74,1.61,0.91,2.27,,,650333,2,1,Bot,,,,,666163,,,10.51555696,-142.1480373,-7.762166941,-12.48021487,32.18708844,-8.627955175,3.4,1.67,,,,98,2413,6.4,717011,543037,666163,641343,650402,643396,683011,641856,664056,592450,54.06,,,,,,,,8,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,216,0,-0.038,,
FC,8/13/2023,92.8,-2.74,5.87,"Cole, Gerrit",650333,543037,force_out,hit_into_play,,,,,11,"Luis Arraez grounds into a force out, shortstop Anthony Volpe to second baseman Gleyber Torres.   Josh Bell out at 2nd.    Luis Arraez to 1st.",R,L,R,MIA,NYY,X,6,ground_ball,0,2,2023,0.16,0.79,-1.04,3.48,,,605137,1,1,Bot,110.25,151.42,,,666163,,,3.982319007,-135.1975872,-2.065555202,1.051510122,29.70835613,-22.215139,3.18,1.52,10,87.8,-18,92.4,2479,6,717011,543037,666163,641343,650402,643396,683011,641856,664056,592450,54.51,0.08,0.071,0,1,0,0,2,7,3,Cutter,0,0,0,0,0,0,0,0,Standard,Standard,198,-0.028,-0.281,,
FF,8/13/2023,97.4,-2.21,5.99,"Cole, Gerrit",650333,543037,,swinging_strike,,,,,1,"Luis Arraez grounds into a force out, shortstop Anthony Volpe to second baseman Gleyber Torres.   Josh Bell out at 2nd.    Luis Arraez to 1st.",R,L,R,MIA,NYY,S,,,0,1,2023,-0.51,1.55,-0.83,3.25,,,605137,1,1,Bot,,,,,666163,,,4.85391668,-141.6316976,-5.369926768,-7.995484667,34.05184239,-10.28453384,3.18,1.52,,,,96.9,2269,6.1,717011,543037,666163,641343,650402,643396,683011,641856,664056,592450,54.36,,,,,,,,7,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shade,Standard,210,0,-0.062,,
SL,8/13/2023,90.4,-2.69,5.77,"Cole, Gerrit",650333,543037,,called_strike,,,,,4,"Luis Arraez grounds into a force out, shortstop Anthony Volpe to second baseman Gleyber Torres.   Josh Bell out at 2nd.    Luis Arraez to 1st.",R,L,R,MIA,NYY,S,,,0,0,2023,0.45,0.28,-0.82,2.29,,,605137,1,1,Bot,,,,,666163,,,3.725830334,-131.6537233,-3.320269281,4.361785362,28.91287416,-28.44301586,3.02,1.44,,,,90.3,2386,6.3,717011,543037,666163,641343,650402,643396,683011,641856,664056,592450,54.23,,,,,,,,7,1,Slider,0,0,0,0,0,0,0,0,Infield shade,Standard,158,0,-0.05,,
FF,8/13/2023,96.7,-2.22,5.99,"Cole, Gerrit",605137,543037,single,hit_into_play,,,,,12,Josh Bell singles on a ground ball to right fielder Aaron Judge.,R,L,R,MIA,NYY,X,9,ground_ball,1,0,2023,-0.53,1.34,0.16,3.88,,,,1,1,Bot,164.09,85.76,,,666163,,,7.557791053,-140.6595733,-3.130810902,-8.754540016,31.27327669,-13.91419573,3.7,1.79,16,94,-12,96.7,2371,6.3,717011,543037,666163,641343,650402,643396,683011,641856,664056,592450,54.23,0.146,0.127,0.9,1,1,0,2,6,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shade,Standard,214,0.024,0.238,,
FF,8/13/2023,97.6,-2.17,5.99,"Cole, Gerrit",605137,543037,,ball,,,,,12,Josh Bell singles on a ground ball to right fielder Aaron Judge.,R,L,R,MIA,NYY,B,,,0,0,2023,-0.58,1.43,1.11,3.08,,,,1,1,Bot,,,,,666163,,,10.13244037,-141.7403373,-5.549465884,-10.1572441,33.72274213,-11.83792934,3.64,1.77,,,,97.1,2331,6.2,717011,543037,666163,641343,650402,643396,683011,641856,664056,592450,54.28,,,,,,,,6,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shade,Standard,209,0,0.025,,
FF,8/13/2023,97.5,-2.18,5.94,"Cole, Gerrit",665862,543037,strikeout,foul_tip,,,,,1,Jazz Chisholm Jr.  strikes out on a foul tip.,R,L,R,MIA,NYY,S,2,,3,2,2023,-0.45,1.42,-0.5,3.03,,,,0,1,Bot,,,,,666163,,,5.534605727,-141.8714088,-5.550947409,-7.427878224,33.61291975,-11.93266253,3.54,1.67,,,,97.2,2269,6.2,717011,543037,666163,641343,650402,643396,683011,641856,664056,592450,54.29,,0,0,1,0,0,,5,6,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shade,Standard,211,-0.021,-0.317,,
CH,8/13/2023,89.3,-2.39,5.85,"Cole, Gerrit",665862,543037,,ball,,,,,11,Jazz Chisholm Jr.  strikes out on a foul tip.,R,L,R,MIA,NYY,B,,,2,2,2023,-1.19,0.85,-1.2,4.18,,,,0,1,Bot,,,,,666163,,,5.430631614,-130.0498121,0.08698016,-14.64056577,26.46870937,-22.778877,3.54,1.69,,,,89.4,1528,6.2,717011,543037,666163,641343,650402,643396,683011,641856,664056,592450,54.27,,,,,,,,5,5,Changeup,0,0,0,0,0,0,0,0,Infield shade,Standard,234,0,0.103,,
SL,8/13/2023,90.1,-2.63,5.74,"Cole, Gerrit",665862,543037,,ball,,,,,7,Jazz Chisholm Jr.  strikes out on a foul tip.,R,L,R,MIA,NYY,B,,,1,2,2023,0.33,-0.1,-0.64,1.64,,,,0,1,Bot,,,,,666163,,,4.224719869,-131.1072824,-3.990951586,2.854669904,28.33855804,-32.66064917,3.66,1.71,,,,89.7,2487,6.1,717011,543037,666163,641343,650402,643396,683011,641856,664056,592450,54.43,,,,,,,,5,4,Slider,0,0,0,0,0,0,0,0,Infield shade,Standard,139,0,0.041,,
FC,8/13/2023,92.9,-2.47,5.89,"Cole, Gerrit",665862,543037,,foul,,,,,5,Jazz Chisholm Jr.  strikes out on a foul tip.,R,L,R,MIA,NYY,S,,,1,1,2023,0.35,0.99,-0.11,2.39,,,,0,1,Bot,,,,,666163,,,5.239666327,-135.1286575,-5.344905096,3.203803983,28.82889126,-19.03187539,3.54,1.67,188,72.6,54,92.5,2348,6,717011,543037,666163,641343,650402,643396,683011,641856,664056,592450,54.5,,,,,,,,5,3,Cutter,0,0,0,0,0,0,0,0,Infield shade,Standard,198,0,-0.055,,
KC,8/13/2023,82,-2.27,6.1,"Cole, Gerrit",665862,543037,,ball,,,,,1,Jazz Chisholm Jr.  strikes out on a foul tip.,R,L,R,MIA,NYY,B,,,0,1,2023,1.15,-1.03,-0.31,3.4,,,,0,1,Bot,,,,,666163,,,2.174077106,-119.2602339,2.466548676,10.43349495,25.29148053,-42.68254261,3.58,1.73,,,,80.9,2788,5.8,717011,543037,666163,641343,650402,643396,683011,641856,664056,592450,54.67,,,,,,,,5,2,Knuckle Curve,0,0,0,0,0,0,0,0,Infield shade,Standard,39,0,0.028,,
FF,8/13/2023,96.6,-2.11,6.08,"Cole, Gerrit",665862,543037,,foul,,,,,5,Jazz Chisholm Jr.  strikes out on a foul tip.,R,L,R,MIA,NYY,S,,,0,0,2023,-0.68,1.57,0.15,2.86,,,,0,1,Bot,,,,,666163,,,7.551491254,-140.3893065,-6.529941496,-10.73344974,32.83241379,-10.11112768,3.54,1.67,,,,96.3,2517,6.3,717011,543037,666163,641343,650402,643396,683011,641856,664056,592450,54.22,,,,,,,,5,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shade,Standard,211,0,-0.038,,
FC,8/7/2023,94,-2.31,5.9,"Cole, Gerrit",462101,543037,single,hit_into_play,,,,,3,Elvis Andrus singles on a line drive to right fielder Aaron Judge.   Trayce Thompson to 2nd.,R,R,R,CWS,NYY,X,9,line_drive,1,1,2023,0.32,0.68,0.82,3.03,,,572204,0,8,Bot,162.49,129.49,,,543309,,,7.446195254,-136.8035378,-3.266194394,2.494460048,27.40305833,-23.1458718,3.19,1.46,199,88.9,12,94.7,2364,6.5,717088,543037,543309,641343,650402,518934,683011,641856,664056,592450,54.02,0.809,0.745,0.9,1,1,0,4,64,3,Cutter,2,1,2,1,1,2,2,1,Standard,Standard,194,0.026,0.697,,
FF,8/7/2023,97.7,-2.15,5.82,"Cole, Gerrit",462101,543037,,ball,,,,,14,Elvis Andrus singles on a line drive to right fielder Aaron Judge.   Trayce Thompson to 2nd.,R,R,R,CWS,NYY,B,,,0,1,2023,-0.84,1.18,1.79,1.05,,,572204,0,8,Bot,,,,,543309,,,12.57177536,-141.4384173,-10.09987623,-13.9452602,29.78203102,-14.07199682,3.11,1.46,,,,98.1,2297,6.6,717088,543037,543309,641343,650402,518934,683011,641856,664056,592450,53.87,,,,,,,,64,2,4-Seam Fastball,2,1,2,1,1,2,2,1,Standard,Standard,214,0,0.036,,
FC,8/7/2023,92,-2.41,5.8,"Cole, Gerrit",462101,543037,,called_strike,,,,,9,Elvis Andrus singles on a line drive to right fielder Aaron Judge.   Trayce Thompson to 2nd.,R,R,R,CWS,NYY,S,,,0,0,2023,0.09,1.03,0.45,1.4,,,572204,0,8,Bot,,,,,543309,,,7.093788857,-133.7839652,-7.643870561,-0.236011789,25.48958058,-18.36921933,3.33,1.49,,,,92.9,2460,6.6,717088,543037,543309,641343,650402,518934,683011,641856,664056,592450,53.88,,,,,,,,64,1,Cutter,2,1,2,1,1,2,2,1,Strategic,Standard,202,0,-0.054,,
FC,8/7/2023,92.3,-2.24,5.97,"Cole, Gerrit",657757,543037,single,hit_into_play,,,,,6,Gavin Sheets singles on a ground ball to right fielder Aaron Judge.,R,L,R,CWS,NYY,X,9,ground_ball,2,2,2023,0.07,0.72,0.35,2.47,,,,0,8,Bot,193.91,107.02,,,543309,,,6.4225249,-134.3537582,-4.706222329,-0.400930662,25.99685183,-22.7002489,3.4,1.67,127,108.8,6,92.6,2410,6.2,717088,543037,543309,641343,650402,518934,683011,641856,664056,592450,54.27,0.666,0.623,0.9,1,1,0,4,63,5,Cutter,2,1,2,1,1,2,2,1,Infield shade,Standard,203,0.019,0.412,,
CH,8/7/2023,88.9,-2.31,5.75,"Cole, Gerrit",657757,543037,,ball,,,,,13,Gavin Sheets singles on a ground ball to right fielder Aaron Judge.,R,L,R,CWS,NYY,B,,,1,2,2023,-1.33,0.03,-1.75,1.54,,,,0,8,Bot,,,,,543309,,,4.173117581,-129.4128624,-4.370664456,-15.79276679,26.15168902,-31.09838113,3.34,1.67,,,,89.4,1393,6.5,717088,543037,543309,641343,650402,518934,683011,641856,664056,592450,54.02,,,,,,,,63,4,Changeup,2,1,2,1,1,2,2,1,Infield shade,Standard,239,0,0.041,,
SL,8/7/2023,89.3,-2.31,5.83,"Cole, Gerrit",657757,543037,,ball,,,,,14,Gavin Sheets singles on a ground ball to right fielder Aaron Judge.,R,L,R,CWS,NYY,B,,,0,2,2023,0.28,0.37,1.23,-0.15,,,,0,8,Bot,,,,,543309,,,8.099786037,-129.6029917,-9.462696866,1.529497896,25.98959657,-26.20949874,3.34,1.59,,,,89.2,2491,6.3,717088,543037,543309,641343,650402,518934,683011,641856,664056,592450,54.22,,,,,,,,63,3,Slider,2,1,2,1,1,2,2,1,Infield shade,Standard,166,0,0.022,,
SL,8/7/2023,87.8,-2.13,6.14,"Cole, Gerrit",657757,543037,,foul,,,,,2,Gavin Sheets singles on a ground ball to right fielder Aaron Judge.,R,L,R,CWS,NYY,S,,,0,1,2023,0.32,0.08,0.12,3.03,,,,0,8,Bot,,,,,543309,,,4.757619692,-127.9256568,-1.610064626,2.636329343,25.13519072,-31.20883482,3.4,1.67,71,105.5,1,87.7,2424,6,717088,543037,543309,641343,650402,518934,683011,641856,664056,592450,54.48,,,,,,,,63,2,Slider,2,1,2,1,1,2,2,1,Infield shade,Standard,102,0,-0.049,,
FC,8/7/2023,92.2,-2.25,6.04,"Cole, Gerrit",657757,543037,,foul,,,,,12,Gavin Sheets singles on a ground ball to right fielder Aaron Judge.,R,L,R,CWS,NYY,S,,,0,0,2023,0.09,1.12,0.43,3.77,,,,0,8,Bot,,,,,543309,,,6.596868664,-134.2436916,-2.436907963,-0.274025655,26.6759072,-18.26902198,3.4,1.67,25,93.7,-7,92.2,2513,6.1,717088,543037,543309,641343,650402,518934,683011,641856,664056,592450,54.43,,,,,,,,63,1,Cutter,2,1,2,1,1,2,2,1,Infield shade,Standard,188,0,-0.038,,
KC,8/7/2023,83.1,-2.33,5.86,"Cole, Gerrit",518735,543037,field_out,hit_into_play,,,,,6,"Yasmani Grandal grounds out, second baseman Gleyber Torres to first baseman Jake Bauers.",R,L,R,CWS,NYY,X,4,ground_ball,2,2,2023,1.07,-0.91,0.28,1.98,,,,2,7,Bot,154,156.78,,,543309,,,3.849931307,-121.0089099,-0.662454534,9.799429036,23.54678141,-41.22638715,3.1,1.41,9,92.3,-12,82.6,2814,5.9,717088,543037,543309,641343,650402,518934,683011,641856,664056,592450,54.57,0.166,0.11,0,1,0,0,2,59,5,Knuckle Curve,2,1,2,1,1,2,2,1,Infield shade,Standard,36,-0.009,-0.09,,
FF,8/7/2023,96.4,-2.23,5.83,"Cole, Gerrit",518735,543037,,foul,,,,,1,"Yasmani Grandal grounds out, second baseman Gleyber Torres to first baseman Jake Bauers.",R,L,R,CWS,NYY,S,,,2,1,2023,-0.96,1.31,-0.32,2.59,,,,2,7,Bot,,,,,543309,,,7.315368688,-140.1590448,-6.058743333,-14.28631886,31.06224908,-13.75120733,3.1,1.41,165,74.1,69,97.1,2273,6.7,717088,543037,543309,641343,650402,518934,683011,641856,664056,592450,53.79,,,,,,,,59,4,4-Seam Fastball,2,1,2,1,1,2,2,1,Infield shade,Standard,215,0,-0.031,,
SL,8/7/2023,87.7,-2.21,5.92,"Cole, Gerrit",518735,543037,,called_strike,,,,,4,"Yasmani Grandal grounds out, second baseman Gleyber Torres to first baseman Jake Bauers.",R,L,R,CWS,NYY,S,,,2,0,2023,0.39,0.1,-0.45,2.29,,,,2,7,Bot,,,,,543309,,,3.45741208,-127.8566375,-2.942686147,3.70107414,24.19671808,-30.74097647,2.97,1.37,,,,88.1,2535,6.2,717088,543037,543309,641343,650402,518934,683011,641856,664056,592450,54.27,,,,,,,,59,3,Slider,2,1,2,1,1,2,2,1,Infield shade,Standard,158,0,-0.023,,
FC,8/7/2023,92.3,-2.3,5.96,"Cole, Gerrit",518735,543037,,ball,,,,,12,"Yasmani Grandal grounds out, second baseman Gleyber Torres to first baseman Jake Bauers.",R,L,R,CWS,NYY,B,,,1,0,2023,0.18,1.11,0.3,3.91,,,,2,7,Bot,,,,,543309,,,6.249261969,-134.4641687,-1.855795262,0.906602508,27.02733599,-18.49727694,3.06,1.46,,,,92.7,2559,6.3,717088,543037,543309,641343,650402,518934,683011,641856,664056,592450,54.21,,,,,,,,59,2,Cutter,2,1,2,1,1,2,2,1,Infield shade,Standard,200,0,0.022,,
SL,8/7/2023,88.4,-2.34,5.97,"Cole, Gerrit",518735,543037,,ball,,,,,11,"Yasmani Grandal grounds out, second baseman Gleyber Torres to first baseman Jake Bauers.",R,L,R,CWS,NYY,B,,,0,0,2023,0.3,-0.02,-1.22,2.22,,,,2,7,Bot,,,,,543309,,,2.084604284,-128.6987828,-3.020869636,2.911888549,26.61477613,-31.98535877,3.02,1.41,,,,88.3,2537,6.2,717088,543037,543309,641343,650402,518934,683011,641856,664056,592450,54.3,,,,,,,,59,1,Slider,2,1,2,1,1,2,2,1,Infield shade,Standard,152,0,0.016,,
FC,8/7/2023,93.3,-2.39,5.86,"Cole, Gerrit",683734,543037,field_out,hit_into_play,,,,,5,Andrew Vaughn pops out to second baseman Gleyber Torres.,R,R,R,CWS,NYY,X,4,popup,1,1,2023,0.11,1.21,0.13,2.23,,,,1,7,Bot,141.78,140.68,,,543309,,,6.23702328,-135.7823929,-6.258227255,0.048337869,28.10412781,-16.01048528,3.17,1.48,156,92.9,63,93.5,2522,6.3,717088,543037,543309,641343,650402,518934,683011,641856,664056,592450,54.22,0.009,0.008,0,1,0,0,3,58,3,Cutter,2,1,2,1,1,2,2,1,Standard,Standard,201,-0.014,-0.162,,
SL,8/7/2023,89.7,-2.05,5.98,"Cole, Gerrit",683734,543037,,ball,,,,,14,Andrew Vaughn pops out to second baseman Gleyber Torres.,R,R,R,CWS,NYY,B,,,0,1,2023,0.53,0.32,1.97,0.79,,,,1,7,Bot,,,,,543309,,,8.817429867,-130.2169429,-7.502600517,4.201183122,26.76080246,-27.1516727,3.13,1.46,,,,89.7,2433,6.4,717088,543037,543309,641343,650402,518934,683011,641856,664056,592450,54.12,,,,,,,,58,2,Slider,2,1,2,1,1,2,2,1,Standard,Standard,179,0,0.019,,
SL,8/7/2023,88.1,-2.18,5.93,"Cole, Gerrit",683734,543037,,called_strike,,,,,12,Andrew Vaughn pops out to second baseman Gleyber Torres.,R,R,R,CWS,NYY,S,,,0,0,2023,0.33,0.37,1.16,2.56,,,,1,7,Bot,,,,,543309,,,7.439534991,-128.2397861,-2.908391343,2.264619927,24.74624727,-27.68958321,3.21,1.45,,,,88.5,2472,6.3,717088,543037,543309,641343,650402,518934,683011,641856,664056,592450,54.15,,,,,,,,58,1,Slider,2,1,2,1,1,2,2,1,Standard,Standard,174,0,-0.026,,
FC,8/7/2023,92.8,-2.24,6.02,"Cole, Gerrit",660162,543037,field_out,hit_into_play,,,,,3,"Yoan Moncada grounds out, second baseman Gleyber Torres to first baseman Jake Bauers.",R,L,R,CWS,NYY,X,4,ground_ball,0,1,2023,0.23,0.85,0.51,2.79,,,,0,7,Bot,152.33,154.87,,,543309,,,6.517867948,-135.0753344,-4.363156909,1.433653547,28.05458292,-20.97444765,3.3,1.48,8,80.8,-18,92.6,2456,6,717088,543037,543309,641343,650402,518934,683011,641856,664056,592450,54.48,0.069,0.065,0,1,0,0,2,57,2,Cutter,2,1,2,1,1,2,2,1,Infield shade,Standard,201,-0.018,-0.2,,
FF,8/7/2023,95.3,-2.19,6.08,"Cole, Gerrit",660162,543037,,called_strike,,,,,1,"Yoan Moncada grounds out, second baseman Gleyber Torres to first baseman Jake Bauers.",R,L,R,CWS,NYY,S,,,0,0,2023,-0.38,1.47,-0.34,3,,,,0,7,Bot,,,,,543309,,,5.719065787,-138.6145841,-5.77235431,-6.21382876,30.78832253,-12.06194086,3.22,1.46,,,,95.5,2450,6.4,717088,543037,543309,641343,650402,518934,683011,641856,664056,592450,54.08,,,,,,,,57,1,4-Seam Fastball,2,1,2,1,1,2,2,1,Infield shade,Standard,212,0,-0.038,,
FC,8/7/2023,94.1,-2.31,5.72,"Cole, Gerrit",650391,543037,field_out,hit_into_play,,,,,14,"Eloy Jimenez grounds out, second baseman Gleyber Torres to first baseman Jake Bauers.",R,R,R,CWS,NYY,X,4,ground_ball,1,1,2023,0,1.09,0.87,2.19,,,,2,6,Bot,127.32,147.08,,,543309,,,8.281858151,-136.8048712,-5.917108497,-1.743929513,28.33311577,-17.36345657,3.45,1.64,3,67.3,-38,94.5,2441,6.5,717088,543037,543309,641343,650402,518934,683011,641856,664056,592450,54.04,0.1,0.086,0,1,0,0,2,50,3,Cutter,2,0,2,0,0,2,2,0,Standard,Standard,205,-0.007,-0.1,,
SL,8/7/2023,89.5,-2.25,5.8,"Cole, Gerrit",650391,543037,,ball,,,,,14,"Eloy Jimenez grounds out, second baseman Gleyber Torres to first baseman Jake Bauers.",R,R,R,CWS,NYY,B,,,0,1,2023,0.32,-0.17,1.78,1,,,,2,6,Bot,,,,,543309,,,9.257690581,-129.9886516,-5.486477952,1.694357016,26.50514563,-33.15081431,3.45,1.64,,,,89.5,2545,6.3,717088,543037,543309,641343,650402,518934,683011,641856,664056,592450,54.2,,,,,,,,50,2,Slider,2,0,2,0,0,2,2,0,Standard,Standard,84,0,0.012,,
FC,8/7/2023,92.6,-2.27,5.8,"Cole, Gerrit",650391,543037,,swinging_strike,,,,,9,"Eloy Jimenez grounds out, second baseman Gleyber Torres to first baseman Jake Bauers.",R,R,R,CWS,NYY,S,,,0,0,2023,0.26,0.59,0.68,2.18,,,,2,6,Bot,,,,,543309,,,7.019428538,-134.7904608,-4.810277767,1.828365794,26.07104932,-24.16164479,3.45,1.64,,,,93.5,2573,6.5,717088,543037,543309,641343,650402,518934,683011,641856,664056,592450,53.97,,,,,,,,50,1,Cutter,2,0,2,0,0,2,2,0,Standard,Standard,196,0,-0.017,,
SL,8/7/2023,88.9,-2.21,5.86,"Cole, Gerrit",673357,543037,field_out,hit_into_play,,,,,14,"Luis Robert Jr.  grounds out, shortstop Anthony Volpe to first baseman Jake Bauers.",R,R,R,CWS,NYY,X,6,ground_ball,1,1,2023,0.41,0.13,0.97,1.44,,,,1,6,Bot,101.86,142.37,,,543309,,,6.965353983,-129.2424551,-5.093184135,3.188287295,25.90912599,-29.86162919,3.73,1.75,110,76.1,8,89.3,2609,6.5,717088,543037,543309,641343,650402,518934,683011,641856,664056,592450,54.02,0.237,0.228,0,1,0,0,2,49,3,Slider,2,0,2,0,0,2,2,0,Standard,Standard,112,-0.009,-0.162,,
SL,8/7/2023,89.6,-2.17,5.83,"Cole, Gerrit",673357,543037,,ball,,,,,14,"Luis Robert Jr.  grounds out, shortstop Anthony Volpe to first baseman Jake Bauers.",R,R,R,CWS,NYY,B,,,0,1,2023,0.26,-0.05,1.31,1.28,,,,1,6,Bot,,,,,543309,,,8.030986775,-130.2780805,-5.189941427,1.454478124,25.5177042,-31.86791065,3.86,1.8,,,,89.9,2494,6.3,717088,543037,543309,641343,650402,518934,683011,641856,664056,592450,54.16,,,,,,,,49,2,Slider,2,0,2,0,0,2,2,0,Standard,Standard,154,0,0.019,,
