pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length
FF,7/8/2023,95.4,-2.18,6.01,"Cole, Gerrit",643565,543037,,ball,,,,,11,Mike Tauchman homers (3) on a fly ball to right center field.    Miles Mastrobuoni scores.,R,L,R,NYY,CHC,B,,,0,0,2023,-0.78,1.48,-1.46,2.72,,,670156,1,8,Top,,,,,624431,,,3.665221768,-138.7894822,-6.39168336,-10.95121596,30.44847643,-11.81891141,3.51,1.67,,,,95.8,2328,6.5,717447,543037,624431,519203,650402,518934,683011,643396,664056,665828,54.04,,,,,,,,60,1,4-Seam Fastball,6,1,1,6,1,6,1,6,Standard,Standard,213,0,0.042,,
FC,7/8/2023,91.6,-2.4,5.97,"Cole, Gerrit",670156,543037,single,hit_into_play,,,,,5,"Miles Mastrobuoni singles on a ground ball to right fielder Oswaldo Cabrera, deflected by first baseman Anthony Rizzo.",R,L,R,NYY,CHC,X,3,ground_ball,1,0,2023,0.22,1.09,0.16,2.21,,,,1,8,Top,126,204.5,,,624431,,,5.980425724,-133.218823,-6.005120449,1.430501386,26.43023255,-18.0790785,2.95,1.44,103,101.7,6,91.8,2508,6.3,717447,543037,624431,519203,650402,518934,683011,643396,664056,665828,54.2,0.631,0.583,0.9,1,1,0,4,59,2,Cutter,6,1,1,6,1,6,1,6,Infield shade,Standard,193,-0.006,0.238,,
FF,7/8/2023,93.3,-2.19,6.01,"Cole, Gerrit",670156,543037,,ball,,,,,11,"Miles Mastrobuoni singles on a ground ball to right fielder Oswaldo Cabrera, deflected by first baseman Anthony Rizzo.",R,L,R,NYY,CHC,B,,,0,0,2023,-0.74,1.52,-0.89,3.12,,,,1,8,Top,,,,,624431,,,4.955188507,-135.8245945,-5.036090973,-10.20021189,29.59648241,-12.41229016,2.95,1.4,,,,93.2,2377,6.2,717447,543037,624431,519203,650402,518934,683011,643396,664056,665828,54.29,,,,,,,,59,1,4-Seam Fastball,6,1,1,6,1,6,1,6,Infield shade,Standard,211,0,0.025,,
FC,7/8/2023,92,-2.27,6,"Cole, Gerrit",641820,543037,field_out,hit_into_play,,,,,6,"Trey Mancini grounds out, shortstop Anthony Volpe to first baseman Anthony Rizzo.",R,R,R,NYY,CHC,X,6,ground_ball,1,1,2023,0.36,0.81,0.76,2.34,,,,0,8,Top,104.28,151.33,,,624431,,,6.941219492,-133.9431921,-5.326277153,3.083108445,24.4392279,-21.45523962,3.44,1.62,18,72.3,-6,92.9,2491,6.4,717447,543037,624431,519203,650402,518934,683011,643396,664056,665828,54.07,0.06,0.054,0,1,0,0,2,58,3,Cutter,6,1,1,6,1,6,1,6,Standard,Standard,192,0.006,-0.228,,
KC,7/8/2023,79.2,-2.14,6.19,"Cole, Gerrit",641820,543037,,swinging_strike,,,,,14,"Trey Mancini grounds out, shortstop Anthony Volpe to first baseman Anthony Rizzo.",R,R,R,NYY,CHC,S,,,1,0,2023,0.85,-1.21,0.8,1.08,,,,0,8,Top,,,,,624431,,,4.775399152,-115.2536541,-2.086956372,6.600584988,22.50600641,-42.72110945,3.44,1.62,,,,78.1,2653,5.7,717447,543037,624431,519203,650402,518934,683011,643396,664056,665828,54.85,,,,,,,,58,2,Knuckle Curve,6,1,1,6,1,6,1,6,Standard,Standard,29,0,-0.046,,
SL,7/8/2023,89.6,-2.29,6.05,"Cole, Gerrit",641820,543037,,ball,,,,,14,"Trey Mancini grounds out, shortstop Anthony Volpe to first baseman Anthony Rizzo.",R,R,R,NYY,CHC,B,,,0,0,2023,0.36,0.72,1.06,1.94,,,,0,8,Top,,,,,624431,,,7.557480322,-130.2654951,-5.764219334,2.73173587,24.41299558,-22.96663393,3.59,1.69,,,,90.6,2502,6.7,717447,543037,624431,519203,650402,518934,683011,643396,664056,665828,53.8,,,,,,,,58,1,Slider,6,1,1,6,1,6,1,6,Standard,Standard,181,0,0.036,,
SL,7/8/2023,88.7,-2.44,5.73,"Cole, Gerrit",543228,543037,force_out,hit_into_play,,,,,14,"Yan Gomes grounds into a force out, fielded by shortstop Anthony Volpe.   Seiya Suzuki out at 2nd.",R,R,R,NYY,CHC,X,6,ground_ball,1,2,2023,0.46,-0.17,1.35,1.47,,,673548,2,7,Top,116.4,148.9,,,624431,,,8.28913135,-128.9022518,-3.985979764,3.363400826,26.70125224,-33.45044636,3.21,1.49,16,76.7,-4,88.4,2474,6.2,717447,543037,624431,519203,650402,518934,683011,643396,664056,519317,54.34,0.1,0.085,0,1,0,0,2,53,5,Slider,6,1,1,6,1,6,1,6,Standard,Standard,95,0.006,-0.174,,
SL,7/8/2023,89.5,-2.4,5.77,"Cole, Gerrit",543228,543037,,ball,,,,,14,"Yan Gomes grounds into a force out, fielded by shortstop Anthony Volpe.   Seiya Suzuki out at 2nd.",R,R,R,NYY,CHC,B,,,0,2,2023,0.42,-0.07,1.28,0.98,,,673548,2,7,Top,,,,,624431,,,8.229837707,-130.0439962,-5.681289424,3.043020375,27.148871,-31.97342465,3.12,1.37,,,,89.8,2560,6.5,717447,543037,624431,519203,650402,518934,683011,643396,664056,519317,53.97,,,,,,,,53,4,Slider,6,1,1,6,1,6,1,6,Standard,Standard,93,0,0.017,,
SL,7/8/2023,88.3,-2.23,5.99,"Cole, Gerrit",543228,543037,,foul,,,,,6,"Yan Gomes grounds into a force out, fielded by shortstop Anthony Volpe.   Seiya Suzuki out at 2nd.",R,R,R,NYY,CHC,S,,,0,2,2023,0.37,0.08,0.75,2.08,,,673548,2,7,Top,,,,,624431,,,6.454125286,-128.4944462,-3.630531028,2.948840998,24.43628332,-30.76771506,3.21,1.49,2,63.2,-48,88.2,2455,6,717447,543037,624431,519203,650402,518934,683011,643396,664056,519317,54.47,,,,,,,,53,3,Slider,6,1,1,6,1,6,1,6,Standard,Standard,106,0,0,,
KC,7/8/2023,82.4,-2.04,6.05,"Cole, Gerrit",543228,543037,,foul,,,,,9,"Yan Gomes grounds into a force out, fielded by shortstop Anthony Volpe.   Seiya Suzuki out at 2nd.",R,R,R,NYY,CHC,S,,,0,1,2023,0.86,-1.12,0.56,2.02,,,673548,2,7,Top,,,,,624431,,,4.217141465,-119.9264795,-0.434817135,7.421384568,23.96472002,-43.09339431,3.21,1.49,3,62.8,-32,82.1,2684,6.1,717447,543037,624431,519203,650402,518934,683011,643396,664056,519317,54.38,,,,,,,,53,2,Knuckle Curve,6,1,1,6,1,6,1,6,Standard,Standard,38,0,-0.046,,
FF,7/8/2023,97,-2.18,6.01,"Cole, Gerrit",543228,543037,,called_strike,,,,,8,"Yan Gomes grounds into a force out, fielded by shortstop Anthony Volpe.   Seiya Suzuki out at 2nd.",R,R,R,NYY,CHC,S,,,0,0,2023,-0.79,1.29,0.06,2,,,673548,2,7,Top,,,,,624431,,,7.796401573,-140.9326754,-8.170608265,-12.2498123,30.4978663,-13.23942243,3.27,1.45,,,,97.3,2331,6.4,717447,543037,624431,519203,650402,518934,683011,643396,664056,519317,54.09,,,,,,,,53,1,4-Seam Fastball,6,1,1,6,1,6,1,6,Standard,Standard,214,0,-0.038,,
FF,7/8/2023,98.6,-2.16,5.94,"Cole, Gerrit",666624,543037,strikeout,called_strike,,,,,8,Christopher Morel called out on strikes.,R,R,R,NYY,CHC,S,2,,3,2,2023,-0.35,1.47,-0.01,1.87,,,673548,1,7,Top,,,,,624431,,,6.656615383,-143.3686955,-9.076917047,-6.235374541,30.43715674,-9.990486004,3.62,1.66,,,,99.1,2267,6.4,717447,543037,624431,519203,650402,518934,683011,643396,664056,519317,54.09,,0,0,1,0,0,,52,7,4-Seam Fastball,6,1,1,6,1,6,1,6,Standard,Standard,212,0.01,-0.37,,
FF,7/8/2023,97.7,-2.24,5.94,"Cole, Gerrit",666624,543037,,foul,,,,,1,Christopher Morel called out on strikes.,R,R,R,NYY,CHC,S,,,3,2,2023,-0.79,1.11,-0.61,3.01,,,673548,1,7,Top,,,,,624431,,,6.249040293,-142.2374765,-4.993297294,-12.09589426,30.99451096,-16.16839307,3.48,1.56,176,73.8,62,98.5,2395,6.6,717447,543037,624431,519203,650402,518934,683011,643396,664056,519317,53.89,,,,,,,,52,6,4-Seam Fastball,6,1,1,6,1,6,1,6,Standard,Standard,212,0,0,,
FF,7/8/2023,97.1,-2.27,5.97,"Cole, Gerrit",666624,543037,,ball,,,,,11,Christopher Morel called out on strikes.,R,R,R,NYY,CHC,B,,,2,2,2023,-0.8,1.26,-0.7,3.84,,,673548,1,7,Top,,,,,624431,,,6.042582713,-141.3620534,-3.091565761,-12.0555466,29.91745806,-14.74420557,3.59,1.66,,,,97.6,2257,6.4,717447,543037,624431,519203,650402,518934,683011,643396,664056,519317,54.14,,,,,,,,52,5,4-Seam Fastball,6,1,1,6,1,6,1,6,Standard,Standard,214,0,0.099,,
FF,7/8/2023,97.3,-2.12,6.07,"Cole, Gerrit",666624,543037,,swinging_strike,,,,,2,Christopher Morel called out on strikes.,R,R,R,NYY,CHC,S,,,2,1,2023,-0.6,1.39,-0.22,2.91,,,673548,1,7,Top,,,,,624431,,,6.488106387,-141.6000207,-6.203226976,-9.484176571,30.29718951,-12.2136844,3.48,1.56,,,,97.9,2268,6.5,717447,543037,624431,519203,650402,518934,683011,643396,664056,519317,54.01,,,,,,,,52,4,4-Seam Fastball,6,1,1,6,1,6,1,6,Standard,Standard,211,0,-0.064,,
FF,7/8/2023,95,-2.05,6.15,"Cole, Gerrit",666624,543037,,foul,,,,,6,Christopher Morel called out on strikes.,R,R,R,NYY,CHC,S,,,2,0,2023,-0.5,1.2,0.34,2.81,,,673548,1,7,Top,,,,,624431,,,7.363135603,-138.1885745,-5.838530267,-7.856659146,27.14368058,-15.68338785,3.48,1.56,220,90.7,59,95.7,2320,6.5,717447,543037,624431,519203,650402,518934,683011,643396,664056,519317,54.05,,,,,,,,52,3,4-Seam Fastball,6,1,1,6,1,6,1,6,Standard,Standard,210,0,-0.072,,
SL,7/8/2023,88,-2.28,5.94,"Cole, Gerrit",666624,543037,,blocked_ball,,,,,14,Christopher Morel called out on strikes.,R,R,R,NYY,CHC,B,,,1,0,2023,0.53,-0.13,1.35,0.34,,,673548,1,7,Top,,,,,624431,,,7.693432748,-127.834079,-7.238646659,4.355199395,24.79034134,-32.31810304,3.59,1.69,,,,88.1,2554,6.3,717447,543037,624431,519203,650402,518934,683011,643396,664056,519317,54.18,,,,,,,,52,2,Slider,6,1,1,6,1,6,1,6,Standard,Standard,115,0,0.063,,
FF,7/8/2023,96.2,-2.06,5.99,"Cole, Gerrit",666624,543037,,ball,,,,,14,Christopher Morel called out on strikes.,R,R,R,NYY,CHC,B,,,0,0,2023,-0.72,1.35,0.99,1.81,,,673548,1,7,Top,,,,,624431,,,9.739138906,-139.5465532,-8.613529311,-11.5952746,29.98019418,-12.71086606,3.64,1.71,,,,96.6,2373,6.6,717447,543037,624431,519203,650402,518934,683011,643396,664056,519317,53.9,,,,,,,,52,1,4-Seam Fastball,6,1,1,6,1,6,1,6,Standard,Standard,207,0,0.042,,
FC,7/8/2023,93.9,-2.32,6.01,"Cole, Gerrit",641355,543037,field_out,hit_into_play,,,,,3,Cody Bellinger lines out to center fielder Harrison Bader.,R,L,R,NYY,CHC,X,8,line_drive,0,2,2023,0.54,0.65,0.52,3.35,,,673548,0,7,Top,124.85,88.75,,,624431,,,6.226877774,-136.7641422,-2.721147368,5.628631103,25.89253061,-23.57566832,3.71,1.71,276,79.1,27,95.2,2451,6.7,717447,543037,624431,519203,650402,518934,683011,643396,664056,519317,53.81,0.269,0.242,0,1,0,0,3,51,3,Cutter,6,1,1,6,1,6,1,6,Infield shade,Standard,182,0.015,-0.243,,
CH,7/8/2023,88.7,-2.3,5.87,"Cole, Gerrit",641355,543037,,foul,,,,,7,Cody Bellinger lines out to center fielder Harrison Bader.,R,L,R,NYY,CHC,S,,,0,1,2023,-0.98,1.1,-0.81,1.66,,,673548,0,7,Top,,,,,624431,,,5.731990865,-128.9748202,-6.595138665,-12.11428222,25.42102133,-18.75698458,3.71,1.71,2,67.4,-44,89.2,1623,6.5,717447,543037,624431,519203,650402,518934,683011,643396,664056,519317,53.97,,,,,,,,51,2,Changeup,6,1,1,6,1,6,1,6,Infield shade,Standard,230,0,-0.064,,
FC,7/8/2023,92.7,-2.33,5.98,"Cole, Gerrit",641355,543037,,swinging_strike,,,,,14,Cody Bellinger lines out to center fielder Harrison Bader.,R,L,R,NYY,CHC,S,,,0,0,2023,0.35,0.76,1.29,1.9,,,673548,0,7,Top,,,,,624431,,,8.484356806,-134.7735848,-6.329674361,2.566172604,27.10129087,-21.69584017,3.71,1.71,,,,92.9,2483,6.3,717447,543037,624431,519203,650402,518934,683011,643396,664056,519317,54.18,,,,,,,,51,1,Cutter,6,1,1,6,1,6,1,6,Infield shade,Standard,199,0,-0.054,,
FF,7/8/2023,96.3,-1.96,6.11,"Cole, Gerrit",673548,543037,single,hit_into_play,,,,,8,Seiya Suzuki singles on a ground ball to left fielder Isiah Kiner-Falefa.,R,R,R,NYY,CHC,X,7,ground_ball,2,0,2023,-0.62,1.48,-0.1,1.41,,,,0,7,Top,78.9,115.65,,,624431,,,6.333825664,-139.8114068,-10.1851421,-9.561309852,31.41970676,-10.60193033,3.01,1.34,11,104.6,-7,95.9,2256,6.2,717447,543037,624431,519203,650402,518934,683011,643396,664056,519317,54.29,0.391,0.37,0.9,1,1,0,2,50,3,4-Seam Fastball,6,1,1,6,1,6,1,6,Standard,Standard,210,-0.015,0.287,,
FF,7/8/2023,95.3,-2.12,6.16,"Cole, Gerrit",673548,543037,,ball,,,,,11,Seiya Suzuki singles on a ground ball to left fielder Isiah Kiner-Falefa.,R,R,R,NYY,CHC,B,,,1,0,2023,-0.57,1.39,-0.61,4.18,,,,0,7,Top,,,,,624431,,,5.262892794,-138.7449188,-2.720133839,-8.538623632,29.03486233,-13.71954343,3.14,1.4,,,,95.8,2342,6.4,717447,543037,624431,519203,650402,518934,683011,643396,664056,519317,54.1,,,,,,,,50,2,4-Seam Fastball,6,1,1,6,1,6,1,6,Standard,Standard,208,0,0.064,,
FF,7/8/2023,94.8,-2.07,6.12,"Cole, Gerrit",673548,543037,,ball,,,,,13,Seiya Suzuki singles on a ground ball to left fielder Isiah Kiner-Falefa.,R,R,R,NYY,CHC,B,,,0,0,2023,-0.73,1.25,-1.34,1.75,,,,0,7,Top,,,,,624431,,,3.541255244,-137.9070624,-8.613498025,-10.11669515,27.97105703,-14.55980552,3.17,1.4,,,,95.4,2317,6.5,717447,543037,624431,519203,650402,518934,683011,643396,664056,519317,54.04,,,,,,,,50,1,4-Seam Fastball,6,1,1,6,1,6,1,6,Standard,Standard,207,0,0.036,,
FF,7/8/2023,96.9,-2.07,6.06,"Cole, Gerrit",664023,543037,field_out,hit_into_play,,,,,7,"Ian Happ grounds out, shortstop Anthony Volpe to first baseman Anthony Rizzo.",R,L,R,NYY,CHC,X,6,ground_ball,3,2,2023,-0.8,0.98,-0.63,1.84,,,,2,6,Top,123.68,136.77,,,624431,,,5.67304122,-140.9552188,-7.99966764,-11.94606318,29.62188094,-17.53197887,3.37,1.6,7,98.9,-15,97.2,2323,6.3,717447,543037,624431,519203,650402,518934,683011,643396,664056,519317,54.18,0.214,0.209,0,1,0,0,2,46,7,4-Seam Fastball,6,1,1,6,1,6,1,6,Infield shade,Standard,208,0.003,-0.13,,
CH,7/8/2023,88,-2.08,6.02,"Cole, Gerrit",664023,543037,,foul,,,,,4,"Ian Happ grounds out, shortstop Anthony Volpe to first baseman Anthony Rizzo.",R,L,R,NYY,CHC,S,,,3,2,2023,-0.89,0.74,-0.43,2.5,,,,2,6,Top,,,,,624431,,,5.841702301,-128.0839026,-4.028942231,-10.97989201,25.12994327,-23.34140562,3.37,1.6,147,76.9,71,88.2,1390,6.3,717447,543037,624431,519203,650402,518934,683011,643396,664056,519317,54.21,,,,,,,,46,6,Changeup,6,1,1,6,1,6,1,6,Infield shade,Standard,229,0,0,,
FF,7/8/2023,95.6,-2.02,6.1,"Cole, Gerrit",664023,543037,,foul,,,,,4,"Ian Happ grounds out, shortstop Anthony Volpe to first baseman Anthony Rizzo.",R,L,R,NYY,CHC,S,,,3,1,2023,-0.38,1.3,-0.38,2.27,,,,2,6,Top,,,,,624431,,,5.18720284,-139.0419415,-7.430047256,-6.107716914,29.50298474,-13.81227302,3.37,1.6,237,85.3,54,95.8,2364,6.3,717447,543037,624431,519203,650402,518934,683011,643396,664056,519317,54.2,,,,,,,,46,5,4-Seam Fastball,6,1,1,6,1,6,1,6,Infield shade,Standard,210,0,-0.036,,
FF,7/8/2023,95.4,-2.23,6.08,"Cole, Gerrit",664023,543037,,ball,,,,,11,"Ian Happ grounds out, shortstop Anthony Volpe to first baseman Anthony Rizzo.",R,L,R,NYY,CHC,B,,,2,1,2023,-0.61,1.17,-1.53,2.68,,,,2,6,Top,,,,,624431,,,3.233011557,-138.9743003,-6.035174719,-8.636975838,28.13976548,-15.80406273,3.59,1.66,,,,96.2,2303,6.4,717447,543037,624431,519203,650402,518934,683011,643396,664056,519317,54.05,,,,,,,,46,4,4-Seam Fastball,6,1,1,6,1,6,1,6,Infield shade,Standard,212,0,0.045,,
KC,7/8/2023,80.4,-2.12,6.08,"Cole, Gerrit",664023,543037,,called_strike,,,,,4,"Ian Happ grounds out, shortstop Anthony Volpe to first baseman Anthony Rizzo.",R,L,R,NYY,CHC,S,,,2,0,2023,0.72,-1.14,-0.76,2.8,,,,2,6,Top,,,,,624431,,,1.627136506,-117.0761259,1.542062189,6.358831028,21.21637439,-43.17782035,3.59,1.71,,,,80.4,2633,6.2,717447,543037,624431,519203,650402,518934,683011,643396,664056,519317,54.33,,,,,,,,46,3,Knuckle Curve,6,1,1,6,1,6,1,6,Infield shade,Standard,41,0,-0.023,,
CH,7/8/2023,87.9,-2.13,5.96,"Cole, Gerrit",664023,543037,,ball,,,,,13,"Ian Happ grounds out, shortstop Anthony Volpe to first baseman Anthony Rizzo.",R,L,R,NYY,CHC,B,,,1,0,2023,-0.93,0.86,-0.88,1.77,,,,2,6,Top,,,,,624431,,,4.948675293,-127.8227524,-5.791936261,-11.20766115,28.13669203,-21.74712612,3.67,1.69,,,,87.6,1363,6.3,717447,543037,624431,519203,650402,518934,683011,643396,664056,519317,54.18,,,,,,,,46,2,Changeup,6,1,1,6,1,6,1,6,Infield shade,Standard,228,0,0.022,,
CH,7/8/2023,85.6,-2.13,6.05,"Cole, Gerrit",664023,543037,,ball,,,,,11,"Ian Happ grounds out, shortstop Anthony Volpe to first baseman Anthony Rizzo.",R,L,R,NYY,CHC,B,,,0,0,2023,-1.19,0.66,-1.68,3.21,,,,2,6,Top,,,,,624431,,,3.475101142,-124.6143647,-1.72021456,-13.10202402,27.27460539,-25.14795876,3.64,1.63,,,,85.3,1360,6.2,717447,543037,624431,519203,650402,518934,683011,643396,664056,519317,54.26,,,,,,,,46,1,Changeup,6,1,1,6,1,6,1,6,Infield shade,Standard,236,0,0.016,,
SL,7/8/2023,84.9,-2.11,6.09,"Cole, Gerrit",663538,543037,field_out,hit_into_play,,,,,6,"Nico Hoerner grounds out, shortstop Anthony Volpe to first baseman Anthony Rizzo.",R,R,R,NYY,CHC,X,6,ground_ball,0,1,2023,0.59,-0.21,0.74,2,,,,1,6,Top,109.13,150.72,,,624431,,,5.509140462,-123.6714399,-2.870408878,4.98074808,23.84272236,-33.97037281,3.08,1.46,129,85.4,7,85,2403,6.2,717447,543037,624431,519203,650402,518934,683011,643396,664056,519317,54.29,0.431,0.405,0,1,0,0,4,45,2,Slider,6,1,1,6,1,6,1,6,Standard,Standard,95,0.006,-0.143,,
FC,7/8/2023,91.8,-2.29,6.02,"Cole, Gerrit",663538,543037,,called_strike,,,,,12,"Nico Hoerner grounds out, shortstop Anthony Volpe to first baseman Anthony Rizzo.",R,R,R,NYY,CHC,S,,,0,0,2023,0.41,0.48,0.85,2.54,,,,1,6,Top,,,,,624431,,,7.066640335,-133.4438324,-3.962654293,3.314050214,29.82466611,-25.7706943,3.3,1.58,,,,91.7,2516,6.4,717447,543037,624431,519203,650402,518934,683011,643396,664056,519317,54.14,,,,,,,,45,1,Cutter,6,1,1,6,1,6,1,6,Standard,Standard,179,0,-0.026,,
CH,7/8/2023,87.9,-2.07,6.02,"Cole, Gerrit",643565,543037,field_out,hit_into_play,,,,,8,"Mike Tauchman grounds out, third baseman DJ LeMahieu to first baseman Anthony Rizzo.",R,L,R,NYY,CHC,X,5,ground_ball,0,0,2023,-1.1,0.98,0,1.97,,,,0,6,Top,107.7,170.26,,,624431,,,7.324782341,-127.7395348,-5.780874863,-13.50136418,24.16823534,-20.46501554,3.44,1.67,7,54.3,-16,88.5,1524,6.6,717447,543037,624431,519203,650402,518934,683011,643396,664056,519317,53.92,0.083,0.078,0,1,0,0,1,44,1,Changeup,6,1,1,6,1,6,1,6,Standard,Standard,226,0.01,-0.238,,
FF,7/8/2023,95.3,-1.97,5.98,"Cole, Gerrit",670156,543037,field_out,hit_into_play,,,,,4,"Miles Mastrobuoni grounds out, first baseman Anthony Rizzo to pitcher Gerrit Cole.",R,L,R,NYY,CHC,X,3,ground_ball,2,0,2023,-0.36,1.29,-0.28,2.3,,,,2,5,Top,154,165.88,,,624431,,,5.238801338,-138.5994,-6.926075484,-5.798864512,30.46207184,-14.19353708,2.95,1.44,51,96.7,0,95.4,2356,6.3,717447,543037,624431,519203,650402,518934,683011,643396,664056,519317,54.17,0.377,0.357,0,1,0,0,2,38,3,4-Seam Fastball,4,1,1,4,1,4,1,4,Infield shade,Standard,208,0.009,-0.144,,
KC,7/8/2023,81.6,-2.29,6.16,"Cole, Gerrit",670156,543037,,ball,,,,,11,"Miles Mastrobuoni grounds out, first baseman Anthony Rizzo to pitcher Gerrit Cole.",R,L,R,NYY,CHC,B,,,1,0,2023,0.86,-1.15,-1.03,3.18,,,,2,5,Top,,,,,624431,,,1.184008208,-118.8382938,2.086056348,7.887049349,23.17345318,-43.7135502,2.93,1.4,,,,81.5,2714,6.2,717447,543037,624431,519203,650402,518934,683011,643396,664056,519317,54.3,,,,,,,,38,2,Knuckle Curve,4,1,1,4,1,4,1,4,Standard,Standard,40,0,0.022,,
FF,7/8/2023,93.8,-2.15,6.05,"Cole, Gerrit",670156,543037,,ball,,,,,11,"Miles Mastrobuoni grounds out, first baseman Anthony Rizzo to pitcher Gerrit Cole.",R,L,R,NYY,CHC,B,,,0,0,2023,-0.44,1.44,-0.79,3.31,,,,2,5,Top,,,,,624431,,,4.533810337,-136.5156649,-4.566411283,-6.522439871,29.60794085,-13.33850776,2.83,1.32,,,,94.2,2294,6.5,717447,543037,624431,519203,650402,518934,683011,643396,664056,519317,54.02,,,,,,,,38,1,4-Seam Fastball,4,1,1,4,1,4,1,4,Infield shade,Standard,207,0,0.016,,
SL,7/8/2023,87.1,-2.22,6.04,"Cole, Gerrit",641820,543037,field_out,hit_into_play,,,,,6,Trey Mancini flies out to right fielder Giancarlo Stanton.,R,R,R,NYY,CHC,X,9,fly_ball,0,0,2023,0.44,0.01,0.33,2.26,,,,1,5,Top,158.2,124.3,,,624431,,,5.249453477,-126.9696859,-3.038563141,3.934979701,22.4557146,-31.7438786,3.44,1.62,205,83.8,56,88.2,2547,6.5,717447,543037,624431,519203,650402,518934,683011,643396,664056,519317,53.95,0.029,0.037,0,1,0,0,3,37,1,Slider,4,1,1,4,1,4,1,4,Standard,Standard,100,0.015,-0.169,,
KC,7/8/2023,82.6,-2.1,6.01,"Cole, Gerrit",543228,543037,strikeout,swinging_strike,,,,,14,Yan Gomes strikes out swinging.,R,R,R,NYY,CHC,S,2,,0,2,2023,0.91,-1.11,0.86,0.8,,,,0,5,Top,,,,,624431,,,4.968040001,-120.203966,-3.174544772,7.728068802,24.64056196,-42.44410679,3.21,1.49,,,,82.3,2821,6.2,717447,543037,624431,519203,650402,518934,683011,643396,664056,519317,54.26,,0,0,1,0,0,,36,3,Knuckle Curve,4,1,1,4,1,4,1,4,Standard,Standard,33,0.022,-0.152,,
SL,7/8/2023,89.3,-2.23,5.96,"Cole, Gerrit",543228,543037,,foul,,,,,9,Yan Gomes strikes out swinging.,R,R,R,NYY,CHC,S,,,0,1,2023,0.61,0.21,0.73,1.72,,,,0,5,Top,,,,,624431,,,5.980972335,-130.0796408,-4.942633275,5.869877641,23.74353946,-29.012908,3.21,1.49,1,62.9,-56,89.5,2424,6,717447,543037,624431,519203,650402,518934,683011,643396,664056,519317,54.46,,,,,,,,36,2,Slider,4,1,1,4,1,4,1,4,Standard,Standard,171,0,-0.049,,
FF,7/8/2023,95.6,-2,6.02,"Cole, Gerrit",543228,543037,,called_strike,,,,,9,Yan Gomes strikes out swinging.,R,R,R,NYY,CHC,S,,,0,0,2023,-0.35,1.37,0.75,1.74,,,,0,5,Top,,,,,624431,,,8.015736377,-138.9021796,-8.761494838,-6.180335849,28.96695701,-12.69154223,3.35,1.61,,,,95.8,2379,6.3,717447,543037,624431,519203,650402,518934,683011,643396,664056,519317,54.16,,,,,,,,36,1,4-Seam Fastball,4,1,1,4,1,4,1,4,Standard,Standard,211,0,-0.038,,
FF,7/8/2023,97.2,-2.01,5.94,"Cole, Gerrit",666624,543037,strikeout,called_strike,,,,,5,Christopher Morel called out on strikes.,R,R,R,NYY,CHC,S,2,,1,2,2023,-0.29,1.32,0.27,2.5,,,,2,4,Top,,,,,624431,,,6.836064722,-141.2540527,-6.792393382,-5.381078777,32.32927669,-13.11399599,3.58,1.7,,,,98.2,2416,6.9,717447,543037,624431,519203,650402,518934,683011,643396,664056,519317,53.58,,0,0,1,0,0,,31,4,4-Seam Fastball,4,1,1,4,1,4,1,4,Standard,Standard,210,0.008,-0.074,,
CH,7/8/2023,87.5,-2.07,6.05,"Cole, Gerrit",666624,543037,,foul,,,,,1,Christopher Morel called out on strikes.,R,R,R,NYY,CHC,S,,,1,1,2023,-1.01,0.92,-0.62,2.89,,,,2,4,Top,,,,,624431,,,5.59888807,-127.3153268,-3.360919433,-12.17382854,27.3249869,-21.67734885,3.48,1.56,3,73.2,-42,87.8,1450,6.6,717447,543037,624431,519203,650402,518934,683011,643396,664056,519317,53.94,,,,,,,,31,3,Changeup,4,1,1,4,1,4,1,4,Standard,Standard,225,0,-0.027,,
SL,7/8/2023,87,-2.08,6.07,"Cole, Gerrit",666624,543037,,foul,,,,,9,Christopher Morel called out on strikes.,R,R,R,NYY,CHC,S,,,1,0,2023,0.4,0.06,0.8,2.11,,,,2,4,Top,,,,,624431,,,6.112123258,-126.6836324,-3.473807679,3.060406731,25.08648121,-31.07905663,3.48,1.56,,,,87.4,2475,6.4,717447,543037,624431,519203,650402,518934,683011,643396,664056,519317,54.05,,,,,,,,31,2,Slider,4,1,1,4,1,4,1,4,Standard,Standard,121,0,-0.022,,
